H:\drone\IMG\center_2020_12_05_06_43_22_186.jpg,H:\drone\IMG\left_2020_12_05_06_43_22_186.jpg,H:\drone\IMG\right_2020_12_05_06_43_22_186.jpg,0,0,0,6.501103E-05
H:\drone\IMG\center_2020_12_05_06_43_22_284.jpg,H:\drone\IMG\left_2020_12_05_06_43_22_284.jpg,H:\drone\IMG\right_2020_12_05_06_43_22_284.jpg,0,0,0,6.509833E-05
H:\drone\IMG\center_2020_12_05_06_43_22_385.jpg,H:\drone\IMG\left_2020_12_05_06_43_22_385.jpg,H:\drone\IMG\right_2020_12_05_06_43_22_385.jpg,0,0,0,6.526432E-05
H:\drone\IMG\center_2020_12_05_06_43_22_500.jpg,H:\drone\IMG\left_2020_12_05_06_43_22_500.jpg,H:\drone\IMG\right_2020_12_05_06_43_22_500.jpg,0,0,0,6.541285E-05
H:\drone\IMG\center_2020_12_05_06_43_22_601.jpg,H:\drone\IMG\left_2020_12_05_06_43_22_601.jpg,H:\drone\IMG\right_2020_12_05_06_43_22_601.jpg,0,0,0,6.521172E-05
H:\drone\IMG\center_2020_12_05_06_43_22_669.jpg,H:\drone\IMG\left_2020_12_05_06_43_22_669.jpg,H:\drone\IMG\right_2020_12_05_06_43_22_669.jpg,0,0,0,6.491026E-05
H:\drone\IMG\center_2020_12_05_06_43_22_767.jpg,H:\drone\IMG\left_2020_12_05_06_43_22_767.jpg,H:\drone\IMG\right_2020_12_05_06_43_22_767.jpg,0,0,0,6.519735E-05
H:\drone\IMG\center_2020_12_05_06_43_22_884.jpg,H:\drone\IMG\left_2020_12_05_06_43_22_884.jpg,H:\drone\IMG\right_2020_12_05_06_43_22_884.jpg,0,0,0,6.510922E-05
H:\drone\IMG\center_2020_12_05_06_43_22_984.jpg,H:\drone\IMG\left_2020_12_05_06_43_22_984.jpg,H:\drone\IMG\right_2020_12_05_06_43_22_984.jpg,0,0,0,6.510826E-05
H:\drone\IMG\center_2020_12_05_06_43_23_101.jpg,H:\drone\IMG\left_2020_12_05_06_43_23_101.jpg,H:\drone\IMG\right_2020_12_05_06_43_23_101.jpg,0,0,0,6.527423E-05
H:\drone\IMG\center_2020_12_05_06_43_23_200.jpg,H:\drone\IMG\left_2020_12_05_06_43_23_200.jpg,H:\drone\IMG\right_2020_12_05_06_43_23_200.jpg,0,0,0,6.495847E-05
H:\drone\IMG\center_2020_12_05_06_43_23_318.jpg,H:\drone\IMG\left_2020_12_05_06_43_23_318.jpg,H:\drone\IMG\right_2020_12_05_06_43_23_318.jpg,0,0,0,6.488012E-05
H:\drone\IMG\center_2020_12_05_06_43_23_417.jpg,H:\drone\IMG\left_2020_12_05_06_43_23_417.jpg,H:\drone\IMG\right_2020_12_05_06_43_23_417.jpg,0,0,0,6.503436E-05
H:\drone\IMG\center_2020_12_05_06_43_23_536.jpg,H:\drone\IMG\left_2020_12_05_06_43_23_536.jpg,H:\drone\IMG\right_2020_12_05_06_43_23_536.jpg,0,0,0,6.513487E-05
H:\drone\IMG\center_2020_12_05_06_43_23_635.jpg,H:\drone\IMG\left_2020_12_05_06_43_23_635.jpg,H:\drone\IMG\right_2020_12_05_06_43_23_635.jpg,0,0,0,6.523972E-05
H:\drone\IMG\center_2020_12_05_06_43_23_750.jpg,H:\drone\IMG\left_2020_12_05_06_43_23_750.jpg,H:\drone\IMG\right_2020_12_05_06_43_23_750.jpg,0,0,0,6.547619E-05
H:\drone\IMG\center_2020_12_05_06_43_23_850.jpg,H:\drone\IMG\left_2020_12_05_06_43_23_850.jpg,H:\drone\IMG\right_2020_12_05_06_43_23_850.jpg,0,0,0,6.511863E-05
H:\drone\IMG\center_2020_12_05_06_43_23_967.jpg,H:\drone\IMG\left_2020_12_05_06_43_23_967.jpg,H:\drone\IMG\right_2020_12_05_06_43_23_967.jpg,0,0,0,6.527965E-05
H:\drone\IMG\center_2020_12_05_06_43_24_067.jpg,H:\drone\IMG\left_2020_12_05_06_43_24_067.jpg,H:\drone\IMG\right_2020_12_05_06_43_24_067.jpg,0,0,0,6.487295E-05
H:\drone\IMG\center_2020_12_05_06_43_24_167.jpg,H:\drone\IMG\left_2020_12_05_06_43_24_167.jpg,H:\drone\IMG\right_2020_12_05_06_43_24_167.jpg,0,0,0,6.498097E-05
H:\drone\IMG\center_2020_12_05_06_43_24_235.jpg,H:\drone\IMG\left_2020_12_05_06_43_24_235.jpg,H:\drone\IMG\right_2020_12_05_06_43_24_235.jpg,0,0,0,6.519595E-05
H:\drone\IMG\center_2020_12_05_06_43_24_342.jpg,H:\drone\IMG\left_2020_12_05_06_43_24_342.jpg,H:\drone\IMG\right_2020_12_05_06_43_24_342.jpg,0,0.1512327,0,0.1034979
H:\drone\IMG\center_2020_12_05_06_43_24_456.jpg,H:\drone\IMG\left_2020_12_05_06_43_24_456.jpg,H:\drone\IMG\right_2020_12_05_06_43_24_456.jpg,0,0.5099541,0,0.7169493
H:\drone\IMG\center_2020_12_05_06_43_24_552.jpg,H:\drone\IMG\left_2020_12_05_06_43_24_552.jpg,H:\drone\IMG\right_2020_12_05_06_43_24_552.jpg,0,0.8013396,0,1.413026
H:\drone\IMG\center_2020_12_05_06_43_24_673.jpg,H:\drone\IMG\left_2020_12_05_06_43_24_673.jpg,H:\drone\IMG\right_2020_12_05_06_43_24_673.jpg,0,1,0,3.050868
H:\drone\IMG\center_2020_12_05_06_43_24_788.jpg,H:\drone\IMG\left_2020_12_05_06_43_24_788.jpg,H:\drone\IMG\right_2020_12_05_06_43_24_788.jpg,0,1,0,4.240059
H:\drone\IMG\center_2020_12_05_06_43_24_882.jpg,H:\drone\IMG\left_2020_12_05_06_43_24_882.jpg,H:\drone\IMG\right_2020_12_05_06_43_24_882.jpg,0,1,0,5.418108
H:\drone\IMG\center_2020_12_05_06_43_24_982.jpg,H:\drone\IMG\left_2020_12_05_06_43_24_982.jpg,H:\drone\IMG\right_2020_12_05_06_43_24_982.jpg,0.08235294,1,0,6.582605
H:\drone\IMG\center_2020_12_05_06_43_25_050.jpg,H:\drone\IMG\left_2020_12_05_06_43_25_050.jpg,H:\drone\IMG\right_2020_12_05_06_43_25_050.jpg,0.1235294,1,0,7.274408
H:\drone\IMG\center_2020_12_05_06_43_25_148.jpg,H:\drone\IMG\left_2020_12_05_06_43_25_148.jpg,H:\drone\IMG\right_2020_12_05_06_43_25_148.jpg,0.1411765,1,0,8.420039
H:\drone\IMG\center_2020_12_05_06_43_25_265.jpg,H:\drone\IMG\left_2020_12_05_06_43_25_265.jpg,H:\drone\IMG\right_2020_12_05_06_43_25_265.jpg,0.1411765,1,0,9.781639
H:\drone\IMG\center_2020_12_05_06_43_25_383.jpg,H:\drone\IMG\left_2020_12_05_06_43_25_383.jpg,H:\drone\IMG\right_2020_12_05_06_43_25_383.jpg,0,1,0,11.12451
H:\drone\IMG\center_2020_12_05_06_43_25_482.jpg,H:\drone\IMG\left_2020_12_05_06_43_25_482.jpg,H:\drone\IMG\right_2020_12_05_06_43_25_482.jpg,0,1,0,12.05871
H:\drone\IMG\center_2020_12_05_06_43_25_601.jpg,H:\drone\IMG\left_2020_12_05_06_43_25_601.jpg,H:\drone\IMG\right_2020_12_05_06_43_25_601.jpg,0,1,0,13.44034
H:\drone\IMG\center_2020_12_05_06_43_25_715.jpg,H:\drone\IMG\left_2020_12_05_06_43_25_715.jpg,H:\drone\IMG\right_2020_12_05_06_43_25_715.jpg,0,1,0,14.72034
H:\drone\IMG\center_2020_12_05_06_43_25_815.jpg,H:\drone\IMG\left_2020_12_05_06_43_25_815.jpg,H:\drone\IMG\right_2020_12_05_06_43_25_815.jpg,0,1,0,16.02424
H:\drone\IMG\center_2020_12_05_06_43_25_882.jpg,H:\drone\IMG\left_2020_12_05_06_43_25_882.jpg,H:\drone\IMG\right_2020_12_05_06_43_25_882.jpg,0.02941176,1,0,16.48312
H:\drone\IMG\center_2020_12_05_06_43_25_981.jpg,H:\drone\IMG\left_2020_12_05_06_43_25_981.jpg,H:\drone\IMG\right_2020_12_05_06_43_25_981.jpg,0.1058824,1,0,17.6902
H:\drone\IMG\center_2020_12_05_06_43_26_098.jpg,H:\drone\IMG\left_2020_12_05_06_43_26_098.jpg,H:\drone\IMG\right_2020_12_05_06_43_26_098.jpg,0.1117647,1,0,18.9224
H:\drone\IMG\center_2020_12_05_06_43_26_198.jpg,H:\drone\IMG\left_2020_12_05_06_43_26_198.jpg,H:\drone\IMG\right_2020_12_05_06_43_26_198.jpg,0.1117647,1,0,19.87595
H:\drone\IMG\center_2020_12_05_06_43_26_266.jpg,H:\drone\IMG\left_2020_12_05_06_43_26_266.jpg,H:\drone\IMG\right_2020_12_05_06_43_26_266.jpg,0.1117647,1,0,20.54314
H:\drone\IMG\center_2020_12_05_06_43_26_364.jpg,H:\drone\IMG\left_2020_12_05_06_43_26_364.jpg,H:\drone\IMG\right_2020_12_05_06_43_26_364.jpg,0.1117647,1,0,21.52181
H:\drone\IMG\center_2020_12_05_06_43_26_434.jpg,H:\drone\IMG\left_2020_12_05_06_43_26_434.jpg,H:\drone\IMG\right_2020_12_05_06_43_26_434.jpg,0,1,0,22.31946
H:\drone\IMG\center_2020_12_05_06_43_26_534.jpg,H:\drone\IMG\left_2020_12_05_06_43_26_534.jpg,H:\drone\IMG\right_2020_12_05_06_43_26_534.jpg,0,1,0,23.30947
H:\drone\IMG\center_2020_12_05_06_43_26_649.jpg,H:\drone\IMG\left_2020_12_05_06_43_26_649.jpg,H:\drone\IMG\right_2020_12_05_06_43_26_649.jpg,0,1,0,24.39789
H:\drone\IMG\center_2020_12_05_06_43_26_766.jpg,H:\drone\IMG\left_2020_12_05_06_43_26_766.jpg,H:\drone\IMG\right_2020_12_05_06_43_26_766.jpg,0,1,0,25.4402
H:\drone\IMG\center_2020_12_05_06_43_26_865.jpg,H:\drone\IMG\left_2020_12_05_06_43_26_865.jpg,H:\drone\IMG\right_2020_12_05_06_43_26_865.jpg,0,1,0,26.38465
H:\drone\IMG\center_2020_12_05_06_43_26_981.jpg,H:\drone\IMG\left_2020_12_05_06_43_26_981.jpg,H:\drone\IMG\right_2020_12_05_06_43_26_981.jpg,0,1,0,27.51291
H:\drone\IMG\center_2020_12_05_06_43_27_100.jpg,H:\drone\IMG\left_2020_12_05_06_43_27_100.jpg,H:\drone\IMG\right_2020_12_05_06_43_27_100.jpg,0,1,0,28.62733
H:\drone\IMG\center_2020_12_05_06_43_27_199.jpg,H:\drone\IMG\left_2020_12_05_06_43_27_199.jpg,H:\drone\IMG\right_2020_12_05_06_43_27_199.jpg,0,1,0,29.54546
H:\drone\IMG\center_2020_12_05_06_43_27_315.jpg,H:\drone\IMG\left_2020_12_05_06_43_27_315.jpg,H:\drone\IMG\right_2020_12_05_06_43_27_315.jpg,0,1,0,30.63489
H:\drone\IMG\center_2020_12_05_06_43_27_432.jpg,H:\drone\IMG\left_2020_12_05_06_43_27_432.jpg,H:\drone\IMG\right_2020_12_05_06_43_27_432.jpg,0,1,0,31.71116
H:\drone\IMG\center_2020_12_05_06_43_27_532.jpg,H:\drone\IMG\left_2020_12_05_06_43_27_532.jpg,H:\drone\IMG\right_2020_12_05_06_43_27_532.jpg,0,1,0,32.59814
H:\drone\IMG\center_2020_12_05_06_43_27_649.jpg,H:\drone\IMG\left_2020_12_05_06_43_27_649.jpg,H:\drone\IMG\right_2020_12_05_06_43_27_649.jpg,0,1,0,33.47618
H:\drone\IMG\center_2020_12_05_06_43_27_765.jpg,H:\drone\IMG\left_2020_12_05_06_43_27_765.jpg,H:\drone\IMG\right_2020_12_05_06_43_27_765.jpg,0,1,0,34.51817
H:\drone\IMG\center_2020_12_05_06_43_27_866.jpg,H:\drone\IMG\left_2020_12_05_06_43_27_866.jpg,H:\drone\IMG\right_2020_12_05_06_43_27_866.jpg,0,1,0,35.37689
H:\drone\IMG\center_2020_12_05_06_43_27_932.jpg,H:\drone\IMG\left_2020_12_05_06_43_27_932.jpg,H:\drone\IMG\right_2020_12_05_06_43_27_932.jpg,0,1,0,35.88797
H:\drone\IMG\center_2020_12_05_06_43_28_030.jpg,H:\drone\IMG\left_2020_12_05_06_43_28_030.jpg,H:\drone\IMG\right_2020_12_05_06_43_28_030.jpg,0,1,0,36.84697
